Item,date_time,period_day,weekday_weekend
Brownie,05-11-2016 15:24,afternoon,weekend
Cake,05-11-2016 15:24,afternoon,weekend
Fudge,05-11-2016 15:36,afternoon,weekend
Coffee,05-11-2016 15:40,afternoon,weekend
Brownie,05-11-2016 15:43,afternoon,weekend
Cake,05-11-2016 15:45,afternoon,weekend
Tea,05-11-2016 15:46,afternoon,weekend
Coffee,05-11-2016 15:53,afternoon,weekend
Coffee,05-11-2016 15:53,afternoon,weekend
Coffee,05-11-2016 15:53,afternoon,weekend
Soup,05-11-2016 15:53,afternoon,weekend
Sandwich,05-11-2016 15:53,afternoon,weekend
Cake,05-11-2016 15:53,afternoon,weekend
Coffee,05-11-2016 15:56,afternoon,weekend
Bread,05-11-2016 15:56,afternoon,weekend
Brownie,05-11-2016 15:56,afternoon,weekend
Bread,05-11-2016 16:00,afternoon,weekend
Coffee,05-11-2016 16:00,afternoon,weekend
Brownie,05-11-2016 16:00,afternoon,weekend
Coffee,05-11-2016 16:04,afternoon,weekend
Bread,05-11-2016 16:04,afternoon,weekend
Brownie,05-11-2016 16:04,afternoon,weekend
Brownie,05-11-2016 16:05,afternoon,weekend
Coffee,05-11-2016 16:05,afternoon,weekend
Coffee,05-11-2016 16:12,afternoon,weekend
Soup,05-11-2016 16:12,afternoon,weekend
Brownie,05-11-2016 16:12,afternoon,weekend
Fudge,05-11-2016 16:20,afternoon,weekend
Bread,05-11-2016 16:20,afternoon,weekend
Focaccia,05-11-2016 16:20,afternoon,weekend
Bread,05-11-2016 16:33,afternoon,weekend
Farm House,05-11-2016 16:33,afternoon,weekend
Jam,05-11-2016 16:33,afternoon,weekend
Hot chocolate,05-11-2016 16:37,afternoon,weekend
Brownie,05-11-2016 16:37,afternoon,weekend
Hot chocolate,05-11-2016 16:43,afternoon,weekend
Coffee,05-11-2016 16:45,afternoon,weekend
Brownie,05-11-2016 16:45,afternoon,weekend
Medialuna,05-11-2016 18:45,evening,weekend
Pastry,05-11-2016 18:45,evening,weekend
Bread,06-11-2016 09:17,morning,weekend
Coffee,06-11-2016 09:42,morning,weekend
Pastry,06-11-2016 09:42,morning,weekend
Bread,06-11-2016 09:42,morning,weekend
Coffee,06-11-2016 09:56,morning,weekend
Mineral water,06-11-2016 09:56,morning,weekend
Pastry,06-11-2016 10:09,morning,weekend
Bread,06-11-2016 10:09,morning,weekend
Hot chocolate,06-11-2016 10:09,morning,weekend
Bread,06-11-2016 10:11,morning,weekend
Bread,06-11-2016 10:12,morning,weekend
Jam,06-11-2016 10:14,morning,weekend
Coffee,06-11-2016 10:14,morning,weekend
Coffee,06-11-2016 10:14,morning,weekend
Bread,06-11-2016 10:14,morning,weekend
Coffee,06-11-2016 10:15,morning,weekend
Coffee,06-11-2016 10:15,morning,weekend
Pastry,06-11-2016 10:15,morning,weekend
Medialuna,06-11-2016 10:18,morning,weekend
Coffee,06-11-2016 10:18,morning,weekend
Coffee,06-11-2016 10:18,morning,weekend
Focaccia,06-11-2016 10:18,morning,weekend
Hearty & Seasonal,06-11-2016 10:18,morning,weekend
Bread,06-11-2016 10:21,morning,weekend
Farm House,06-11-2016 10:21,morning,weekend
Coffee,06-11-2016 10:21,morning,weekend
Jam,06-11-2016 10:21,morning,weekend
Farm House,06-11-2016 10:24,morning,weekend
Coffee,06-11-2016 10:43,morning,weekend
Tea,06-11-2016 10:43,morning,weekend
Pastry,06-11-2016 10:43,morning,weekend
Medialuna,06-11-2016 10:43,morning,weekend
Pastry,06-11-2016 10:45,morning,weekend
Medialuna,06-11-2016 10:45,morning,weekend
Coffee,06-11-2016 10:45,morning,weekend
Coffee,06-11-2016 10:49,morning,weekend
Hot chocolate,06-11-2016 10:49,morning,weekend
Basket,06-11-2016 10:49,morning,weekend
Farm House,06-11-2016 10:49,morning,weekend
Pastry,06-11-2016 10:54,morning,weekend
Farm House,06-11-2016 10:54,morning,weekend
Hot chocolate,06-11-2016 10:56,morning,weekend
Coffee,06-11-2016 10:56,morning,weekend
My-5 Fruit Shoot,06-11-2016 10:56,morning,weekend
Pastry,06-11-2016 10:58,morning,weekend
Medialuna,06-11-2016 10:58,morning,weekend
Muffin,06-11-2016 10:58,morning,weekend
Farm House,06-11-2016 11:02,morning,weekend
Muffin,06-11-2016 11:06,morning,weekend
Pastry,06-11-2016 11:06,morning,weekend
Focaccia,06-11-2016 11:06,morning,weekend
Coffee,06-11-2016 11:07,morning,weekend
Tea,06-11-2016 11:07,morning,weekend
Bread,06-11-2016 11:09,morning,weekend
Focaccia,06-11-2016 11:11,morning,weekend
Coffee,06-11-2016 11:14,morning,weekend
Hot chocolate,06-11-2016 11:14,morning,weekend
Pastry,06-11-2016 11:14,morning,weekend
Jam,06-11-2016 11:14,morning,weekend
Bread,06-11-2016 11:16,morning,weekend
Coffee,06-11-2016 11:17,morning,weekend
Pastry,06-11-2016 11:17,morning,weekend
Bread,06-11-2016 11:17,morning,weekend
Tea,06-11-2016 11:19,morning,weekend
Hot chocolate,06-11-2016 11:20,morning,weekend
Coffee,06-11-2016 11:20,morning,weekend
Mineral water,06-11-2016 11:20,morning,weekend
Coffee,06-11-2016 11:21,morning,weekend
Coffee,06-11-2016 11:21,morning,weekend
Coffee,06-11-2016 11:22,morning,weekend
Jam,06-11-2016 11:24,morning,weekend
Coffee,06-11-2016 11:24,morning,weekend
Coffee,06-11-2016 11:24,morning,weekend
Muffin,06-11-2016 11:33,morning,weekend
Bread,06-11-2016 11:35,morning,weekend
Bread,06-11-2016 11:42,morning,weekend
Bread,06-11-2016 11:43,morning,weekend
Muffin,06-11-2016 11:47,morning,weekend
Hot chocolate,06-11-2016 11:47,morning,weekend
Coffee,06-11-2016 11:47,morning,weekend
Muffin,06-11-2016 11:55,morning,weekend
Fudge,06-11-2016 11:55,morning,weekend
Bread,06-11-2016 11:57,morning,weekend
Bread,06-11-2016 12:04,afternoon,weekend
Farm House,06-11-2016 12:07,afternoon,weekend
Coffee,06-11-2016 12:11,afternoon,weekend
Muffin,06-11-2016 12:11,afternoon,weekend
Focaccia,06-11-2016 12:19,afternoon,weekend
Bread,06-11-2016 12:22,afternoon,weekend
Tea,06-11-2016 12:22,afternoon,weekend
Coffee,06-11-2016 12:23,afternoon,weekend
Hot chocolate,06-11-2016 12:23,afternoon,weekend
Coffee,06-11-2016 12:31,afternoon,weekend
Tartine,06-11-2016 12:31,afternoon,weekend
Coffee,06-11-2016 12:31,afternoon,weekend
Pick and Mix Bowls,06-11-2016 12:31,afternoon,weekend
Jam,06-11-2016 12:31,afternoon,weekend
Jam,06-11-2016 12:38,afternoon,weekend
Tartine,06-11-2016 12:39,afternoon,weekend
Bread,06-11-2016 12:39,afternoon,weekend
Coffee,06-11-2016 12:39,afternoon,weekend
Coffee,06-11-2016 12:42,afternoon,weekend
Coffee,06-11-2016 12:42,afternoon,weekend
Mineral water,06-11-2016 12:42,afternoon,weekend
Juice,06-11-2016 12:42,afternoon,weekend
Tartine,06-11-2016 12:42,afternoon,weekend
Pick and Mix Bowls,06-11-2016 12:42,afternoon,weekend
Bread,06-11-2016 12:50,afternoon,weekend
Tea,06-11-2016 12:50,afternoon,weekend
Juice,06-11-2016 12:50,afternoon,weekend
Coffee,06-11-2016 12:53,afternoon,weekend
Coffee,06-11-2016 12:53,afternoon,weekend
Cake,06-11-2016 12:53,afternoon,weekend
Farm House,06-11-2016 12:57,afternoon,weekend
Farm House,06-11-2016 12:58,afternoon,weekend
Cake,06-11-2016 13:14,afternoon,weekend
Brownie,06-11-2016 13:14,afternoon,weekend
Coffee,06-11-2016 13:14,afternoon,weekend
Coffee,06-11-2016 13:14,afternoon,weekend
Focaccia,06-11-2016 13:28,afternoon,weekend
Coffee,06-11-2016 13:28,afternoon,weekend
Tea,06-11-2016 13:29,afternoon,weekend
Coffee,06-11-2016 13:29,afternoon,weekend
Muffin,06-11-2016 13:29,afternoon,weekend
Coffee,06-11-2016 13:31,afternoon,weekend
Tea,06-11-2016 13:45,afternoon,weekend
Coffee,06-11-2016 13:45,afternoon,weekend
Hearty & Seasonal,06-11-2016 13:47,afternoon,weekend
Cake,06-11-2016 13:47,afternoon,weekend
Coffee,06-11-2016 13:47,afternoon,weekend
Bread,06-11-2016 13:50,afternoon,weekend
Tea,06-11-2016 13:50,afternoon,weekend
Cake,06-11-2016 13:50,afternoon,weekend
Mighty Protein,06-11-2016 13:57,afternoon,weekend
Coffee,06-11-2016 13:57,afternoon,weekend
Hot chocolate,06-11-2016 14:00,afternoon,weekend
Muffin,06-11-2016 14:00,afternoon,weekend
Coffee,06-11-2016 14:10,afternoon,weekend
Coffee,06-11-2016 14:10,afternoon,weekend
Soup,06-11-2016 14:10,afternoon,weekend
Mighty Protein,06-11-2016 14:10,afternoon,weekend
Jam,06-11-2016 14:17,afternoon,weekend
Coffee,06-11-2016 14:37,afternoon,weekend
Alfajores,06-11-2016 14:37,afternoon,weekend
Cake,06-11-2016 14:44,afternoon,weekend
Hot chocolate,06-11-2016 14:44,afternoon,weekend
Alfajores,06-11-2016 14:44,afternoon,weekend
Hot chocolate,06-11-2016 14:50,afternoon,weekend
Tea,06-11-2016 14:50,afternoon,weekend
Muffin,06-11-2016 14:50,afternoon,weekend
Brownie,06-11-2016 14:53,afternoon,weekend
Cake,06-11-2016 14:54,afternoon,weekend
Coffee,06-11-2016 14:54,afternoon,weekend
Victorian Sponge,06-11-2016 14:55,afternoon,weekend
Alfajores,06-11-2016 14:55,afternoon,weekend
Tea,06-11-2016 14:55,afternoon,weekend
Bread,06-11-2016 14:56,afternoon,weekend
Tartine,06-11-2016 15:04,afternoon,weekend
Tea,06-11-2016 15:04,afternoon,weekend
Tartine,06-11-2016 15:04,afternoon,weekend
Mighty Protein,06-11-2016 15:12,afternoon,weekend
Tea,06-11-2016 15:12,afternoon,weekend
Bread,06-11-2016 15:15,afternoon,weekend
Fudge,06-11-2016 15:15,afternoon,weekend
Medialuna,06-11-2016 15:32,afternoon,weekend
Tartine,06-11-2016 15:32,afternoon,weekend
Coffee,06-11-2016 15:32,afternoon,weekend
Pastry,06-11-2016 15:42,afternoon,weekend
Bread,06-11-2016 15:42,afternoon,weekend
Pastry,06-11-2016 15:44,afternoon,weekend
Bread,06-11-2016 15:44,afternoon,weekend
Coffee,06-11-2016 15:47,afternoon,weekend
Tea,06-11-2016 15:47,afternoon,weekend
Alfajores,06-11-2016 15:47,afternoon,weekend
Alfajores,06-11-2016 15:47,afternoon,weekend
Alfajores,06-11-2016 15:50,afternoon,weekend
Alfajores,06-11-2016 15:50,afternoon,weekend
Coffee,06-11-2016 15:50,afternoon,weekend
Coffee,06-11-2016 15:52,afternoon,weekend
Alfajores,06-11-2016 15:52,afternoon,weekend
Alfajores,06-11-2016 15:56,afternoon,weekend
Pastry,06-11-2016 15:56,afternoon,weekend
Alfajores,06-11-2016 16:11,afternoon,weekend
Pastry,06-11-2016 16:15,afternoon,weekend
Tea,06-11-2016 16:15,afternoon,weekend
Alfajores,06-11-2016 16:15,afternoon,weekend
Hearty & Seasonal,06-11-2016 16:15,afternoon,weekend
Tea,06-11-2016 16:23,afternoon,weekend
Sandwich,06-11-2016 16:23,afternoon,weekend
Empanadas,06-11-2016 16:29,afternoon,weekend
Tea,06-11-2016 16:29,afternoon,weekend
Alfajores,06-11-2016 16:51,afternoon,weekend
Alfajores,06-11-2016 16:51,afternoon,weekend
Tea,06-11-2016 16:51,afternoon,weekend
Alfajores,06-11-2016 17:15,evening,weekend
Pastry,06-11-2016 17:19,evening,weekend
Dulce de Leche,06-11-2016 17:19,evening,weekend
Coffee,07-11-2016 08:13,morning,weekday
Pastry,07-11-2016 08:13,morning,weekday
Farm House,07-11-2016 09:04,morning,weekday
Coffee,07-11-2016 09:04,morning,weekday
Bread,07-11-2016 09:14,morning,weekday
Scandinavian,07-11-2016 09:14,morning,weekday
Medialuna,07-11-2016 09:14,morning,weekday
Bread,07-11-2016 09:16,morning,weekday
Pastry,07-11-2016 09:29,morning,weekday
Tea,07-11-2016 09:29,morning,weekday
Alfajores,07-11-2016 09:29,morning,weekday
Pastry,07-11-2016 09:31,morning,weekday
Coffee,07-11-2016 09:31,morning,weekday
Bread,07-11-2016 09:34,morning,weekday
Pastry,07-11-2016 09:34,morning,weekday
Muffin,07-11-2016 09:34,morning,weekday
Farm House,07-11-2016 09:34,morning,weekday
Medialuna,07-11-2016 09:50,morning,weekday
Tea,07-11-2016 09:50,morning,weekday
Alfajores,07-11-2016 09:52,morning,weekday
Sandwich,07-11-2016 09:57,morning,weekday
Tea,07-11-2016 09:57,morning,weekday
Tea,07-11-2016 10:04,morning,weekday
Bread,07-11-2016 10:04,morning,weekday
Bread,07-11-2016 10:14,morning,weekday
Coffee,07-11-2016 10:14,morning,weekday
Pastry,07-11-2016 10:14,morning,weekday
Coffee,07-11-2016 10:25,morning,weekday
Coffee,07-11-2016 10:25,morning,weekday
Muffin,07-11-2016 10:25,morning,weekday
Alfajores,07-11-2016 10:25,morning,weekday
Empanadas,07-11-2016 10:25,morning,weekday
Coffee,07-11-2016 10:29,morning,weekday
Bread,07-11-2016 10:30,morning,weekday
Coffee,07-11-2016 10:34,morning,weekday
Coffee,07-11-2016 10:40,morning,weekday
Bread,07-11-2016 10:43,morning,weekday
Bread,07-11-2016 10:45,morning,weekday
Pastry,07-11-2016 10:45,morning,weekday
Medialuna,07-11-2016 10:45,morning,weekday
Tea,07-11-2016 10:45,morning,weekday
Tea,07-11-2016 10:49,morning,weekday
Bread,07-11-2016 10:49,morning,weekday
Muffin,07-11-2016 10:57,morning,weekday
Coffee,07-11-2016 10:59,morning,weekday
Muffin,07-11-2016 10:59,morning,weekday
Coffee,07-11-2016 11:00,morning,weekday
Bread,07-11-2016 11:00,morning,weekday
Pastry,07-11-2016 11:00,morning,weekday
Medialuna,07-11-2016 11:00,morning,weekday
Coffee,07-11-2016 11:06,morning,weekday
Coffee,07-11-2016 11:06,morning,weekday
Muffin,07-11-2016 11:06,morning,weekday
Muffin,07-11-2016 11:14,morning,weekday
Hot chocolate,07-11-2016 11:14,morning,weekday
Scandinavian,07-11-2016 11:14,morning,weekday
Bread,07-11-2016 11:14,morning,weekday
Farm House,07-11-2016 11:17,morning,weekday
Muffin,07-11-2016 11:22,morning,weekday
Coffee,07-11-2016 11:24,morning,weekday
Bread,07-11-2016 11:28,morning,weekday
Coffee,07-11-2016 11:29,morning,weekday
Coffee,07-11-2016 11:29,morning,weekday
Cookies,07-11-2016 11:29,morning,weekday
Coffee,07-11-2016 11:31,morning,weekday
Coffee,07-11-2016 11:31,morning,weekday
Muffin,07-11-2016 11:33,morning,weekday
Coffee,07-11-2016 11:34,morning,weekday
Tea,07-11-2016 11:34,morning,weekday
Keeping It Local,07-11-2016 11:34,morning,weekday
Coffee,07-11-2016 11:40,morning,weekday
Medialuna,07-11-2016 11:40,morning,weekday
Bread,07-11-2016 11:44,morning,weekday
Tartine,07-11-2016 11:59,morning,weekday
Scandinavian,07-11-2016 11:59,morning,weekday
Coffee,07-11-2016 12:04,afternoon,weekday
Tea,07-11-2016 12:04,afternoon,weekday
Bread,07-11-2016 12:16,afternoon,weekday
Coffee,07-11-2016 12:18,afternoon,weekday
Coke,07-11-2016 12:18,afternoon,weekday
Coffee,07-11-2016 12:19,afternoon,weekday
Muffin,07-11-2016 12:19,afternoon,weekday
Coffee,07-11-2016 12:37,afternoon,weekday
Bread,07-11-2016 12:37,afternoon,weekday
Coffee,07-11-2016 12:37,afternoon,weekday
Medialuna,07-11-2016 12:37,afternoon,weekday
Muffin,07-11-2016 12:37,afternoon,weekday
Scandinavian,07-11-2016 12:37,afternoon,weekday
Bread,07-11-2016 12:44,afternoon,weekday
Coke,07-11-2016 12:52,afternoon,weekday
Bread,07-11-2016 13:00,afternoon,weekday
Scandinavian,07-11-2016 13:00,afternoon,weekday
Coffee,07-11-2016 13:01,afternoon,weekday
Bread,07-11-2016 13:09,afternoon,weekday
Scandinavian,07-11-2016 13:12,afternoon,weekday
Bread,07-11-2016 13:12,afternoon,weekday
Fudge,07-11-2016 13:28,afternoon,weekday
Fudge,07-11-2016 13:28,afternoon,weekday
Soup,07-11-2016 13:36,afternoon,weekday
Hearty & Seasonal,07-11-2016 13:36,afternoon,weekday
Coffee,07-11-2016 13:36,afternoon,weekday
Coke,07-11-2016 13:42,afternoon,weekday
Coffee,07-11-2016 13:45,afternoon,weekday
Cookies,07-11-2016 13:45,afternoon,weekday
Tea,07-11-2016 13:45,afternoon,weekday
Pastry,07-11-2016 13:57,afternoon,weekday
Tea,07-11-2016 13:57,afternoon,weekday
Coffee,07-11-2016 13:57,afternoon,weekday
Bread,07-11-2016 14:00,afternoon,weekday
Coffee,07-11-2016 14:08,afternoon,weekday
Medialuna,07-11-2016 14:08,afternoon,weekday
Coffee,07-11-2016 14:15,afternoon,weekday
Coffee,07-11-2016 14:15,afternoon,weekday
Muffin,07-11-2016 14:15,afternoon,weekday
Sandwich,07-11-2016 14:15,afternoon,weekday
Soup,07-11-2016 14:15,afternoon,weekday
Tea,07-11-2016 14:19,afternoon,weekday
Coffee,07-11-2016 14:19,afternoon,weekday
Muffin,07-11-2016 14:19,afternoon,weekday
Alfajores,07-11-2016 14:30,afternoon,weekday
Bread,07-11-2016 14:35,afternoon,weekday
Coffee,07-11-2016 14:36,afternoon,weekday
Medialuna,07-11-2016 14:36,afternoon,weekday
Coffee,07-11-2016 14:37,afternoon,weekday
Coffee,07-11-2016 14:40,afternoon,weekday
Medialuna,07-11-2016 14:41,afternoon,weekday
Empanadas,07-11-2016 14:54,afternoon,weekday
Bread,07-11-2016 14:54,afternoon,weekday
Scandinavian,07-11-2016 14:54,afternoon,weekday
Coffee,07-11-2016 15:08,afternoon,weekday
Tartine,07-11-2016 15:08,afternoon,weekday
Tea,07-11-2016 15:08,afternoon,weekday
Scandinavian,07-11-2016 15:11,afternoon,weekday
Muffin,07-11-2016 15:29,afternoon,weekday
Scandinavian,07-11-2016 15:40,afternoon,weekday
Bread,07-11-2016 15:40,afternoon,weekday
Bread,07-11-2016 15:55,afternoon,weekday
Coffee,07-11-2016 16:01,afternoon,weekday
Bread,07-11-2016 16:33,afternoon,weekday
Bread,07-11-2016 16:40,afternoon,weekday
Coffee,07-11-2016 17:04,evening,weekday
Coffee,07-11-2016 17:04,evening,weekday
Cookies,07-11-2016 17:18,evening,weekday
Scandinavian,07-11-2016 17:18,evening,weekday
Coffee,07-11-2016 18:28,evening,weekday
Bread,07-11-2016 18:28,evening,weekday
Empanadas,07-11-2016 18:28,evening,weekday
Medialuna,07-11-2016 18:28,evening,weekday
Coffee,08-11-2016 08:17,morning,weekday
Pastry,08-11-2016 08:17,morning,weekday
Bread,08-11-2016 08:37,morning,weekday
Pastry,08-11-2016 09:07,morning,weekday
Tea,08-11-2016 09:07,morning,weekday
Coffee,08-11-2016 09:08,morning,weekday
Coffee,08-11-2016 09:08,morning,weekday
Pastry,08-11-2016 09:08,morning,weekday
Coffee,08-11-2016 09:15,morning,weekday
Bread,08-11-2016 09:15,morning,weekday
Coffee,08-11-2016 09:21,morning,weekday
Keeping It Local,08-11-2016 09:21,morning,weekday
Fudge,08-11-2016 09:23,morning,weekday
Tartine,08-11-2016 09:47,morning,weekday
Coffee,08-11-2016 09:47,morning,weekday
Coffee,08-11-2016 09:47,morning,weekday
Hot chocolate,08-11-2016 09:55,morning,weekday
Coffee,08-11-2016 09:55,morning,weekday
Pastry,08-11-2016 09:55,morning,weekday
Medialuna,08-11-2016 09:55,morning,weekday
Alfajores,08-11-2016 10:07,morning,weekday
Coffee,08-11-2016 10:07,morning,weekday
Coffee,08-11-2016 10:09,morning,weekday
Coffee,08-11-2016 10:31,morning,weekday
Coffee,08-11-2016 10:31,morning,weekday
Medialuna,08-11-2016 10:31,morning,weekday
Coke,08-11-2016 10:39,morning,weekday
Coffee,08-11-2016 10:43,morning,weekday
Coffee,08-11-2016 10:43,morning,weekday
Alfajores,08-11-2016 10:43,morning,weekday
Muffin,08-11-2016 10:45,morning,weekday
Farm House,08-11-2016 10:50,morning,weekday
Brownie,08-11-2016 10:50,morning,weekday
Fudge,08-11-2016 10:50,morning,weekday
Coffee,08-11-2016 10:59,morning,weekday
Coffee,08-11-2016 10:59,morning,weekday
Tea,08-11-2016 11:02,morning,weekday
Muffin,08-11-2016 11:02,morning,weekday
Farm House,08-11-2016 11:02,morning,weekday
Coffee,08-11-2016 11:09,morning,weekday
Pastry,08-11-2016 11:09,morning,weekday
Pastry,08-11-2016 11:11,morning,weekday
Brownie,08-11-2016 11:11,morning,weekday
Medialuna,08-11-2016 11:17,morning,weekday
Coffee,08-11-2016 11:19,morning,weekday
Pastry,08-11-2016 11:22,morning,weekday
Coffee,08-11-2016 11:22,morning,weekday
Juice,08-11-2016 11:22,morning,weekday
Coffee,08-11-2016 11:26,morning,weekday
Bread,08-11-2016 11:26,morning,weekday
Tea,08-11-2016 11:33,morning,weekday
Coffee,08-11-2016 11:33,morning,weekday
Tea,08-11-2016 11:35,morning,weekday
Alfajores,08-11-2016 11:35,morning,weekday
Alfajores,08-11-2016 11:36,morning,weekday
Coffee,08-11-2016 11:36,morning,weekday
Scandinavian,08-11-2016 11:47,morning,weekday
Pastry,08-11-2016 12:10,afternoon,weekday
Medialuna,08-11-2016 12:10,afternoon,weekday
Brownie,08-11-2016 12:13,afternoon,weekday
Farm House,08-11-2016 12:15,afternoon,weekday
Coffee,08-11-2016 12:17,afternoon,weekday
Cookies,08-11-2016 12:17,afternoon,weekday
Soup,08-11-2016 12:18,afternoon,weekday
Art Tray,08-11-2016 12:23,afternoon,weekday
Coffee,08-11-2016 12:23,afternoon,weekday
Coffee,08-11-2016 12:23,afternoon,weekday
Brownie,08-11-2016 12:23,afternoon,weekday
Coffee,08-11-2016 12:24,afternoon,weekday
Farm House,08-11-2016 12:27,afternoon,weekday
Soup,08-11-2016 12:33,afternoon,weekday
Art Tray,08-11-2016 12:33,afternoon,weekday
Alfajores,08-11-2016 12:33,afternoon,weekday
Frittata,08-11-2016 12:33,afternoon,weekday
Sandwich,08-11-2016 12:34,afternoon,weekday
Coffee,08-11-2016 12:34,afternoon,weekday
Tea,08-11-2016 12:35,afternoon,weekday
Farm House,08-11-2016 12:40,afternoon,weekday
Scandinavian,08-11-2016 12:48,afternoon,weekday
Muffin,08-11-2016 12:48,afternoon,weekday
Farm House,08-11-2016 13:00,afternoon,weekday
Scandinavian,08-11-2016 13:04,afternoon,weekday
Soup,08-11-2016 13:16,afternoon,weekday
Hearty & Seasonal,08-11-2016 13:25,afternoon,weekday
Tea,08-11-2016 13:25,afternoon,weekday
Bread,08-11-2016 13:25,afternoon,weekday
Hot chocolate,08-11-2016 13:28,afternoon,weekday
Coffee,08-11-2016 13:29,afternoon,weekday
Sandwich,08-11-2016 13:29,afternoon,weekday
Hearty & Seasonal,08-11-2016 13:29,afternoon,weekday
Brownie,08-11-2016 13:37,afternoon,weekday
Hearty & Seasonal,08-11-2016 13:37,afternoon,weekday
Sandwich,08-11-2016 13:37,afternoon,weekday
Coffee,08-11-2016 13:37,afternoon,weekday
Medialuna,08-11-2016 14:01,afternoon,weekday
Coffee,08-11-2016 14:01,afternoon,weekday
Coffee,08-11-2016 14:06,afternoon,weekday
Brownie,08-11-2016 14:06,afternoon,weekday
Soup,08-11-2016 14:06,afternoon,weekday
Sandwich,08-11-2016 14:16,afternoon,weekday
Sandwich,08-11-2016 14:16,afternoon,weekday
Alfajores,08-11-2016 14:16,afternoon,weekday
Alfajores,08-11-2016 14:16,afternoon,weekday
Focaccia,08-11-2016 14:16,afternoon,weekday
Farm House,08-11-2016 14:22,afternoon,weekday
Tartine,08-11-2016 14:22,afternoon,weekday
Bread,08-11-2016 14:22,afternoon,weekday
Coffee,08-11-2016 14:26,afternoon,weekday
Hot chocolate,08-11-2016 14:28,afternoon,weekday
Tea,08-11-2016 14:28,afternoon,weekday
Muffin,08-11-2016 14:28,afternoon,weekday
Pastry,08-11-2016 14:31,afternoon,weekday
Coffee,08-11-2016 14:36,afternoon,weekday
Brownie,08-11-2016 14:36,afternoon,weekday
Hearty & Seasonal,08-11-2016 14:36,afternoon,weekday
Soup,08-11-2016 14:36,afternoon,weekday
Bowl Nic Pitt,08-11-2016 14:36,afternoon,weekday
Coffee,08-11-2016 14:45,afternoon,weekday
Alfajores,08-11-2016 14:51,afternoon,weekday
Medialuna,08-11-2016 14:51,afternoon,weekday
Scandinavian,08-11-2016 14:51,afternoon,weekday
Farm House,08-11-2016 14:51,afternoon,weekday
Soup,08-11-2016 14:56,afternoon,weekday
Coffee,08-11-2016 14:56,afternoon,weekday
Tea,08-11-2016 15:04,afternoon,weekday
Tea,08-11-2016 15:04,afternoon,weekday
Coffee,08-11-2016 15:08,afternoon,weekday
Tea,08-11-2016 15:08,afternoon,weekday
Cookies,08-11-2016 15:08,afternoon,weekday
Tea,08-11-2016 15:34,afternoon,weekday
Muffin,08-11-2016 15:34,afternoon,weekday
Coffee,08-11-2016 15:50,afternoon,weekday
Coffee,08-11-2016 15:50,afternoon,weekday
Brownie,08-11-2016 15:50,afternoon,weekday
Coffee,08-11-2016 16:00,afternoon,weekday
Coffee,08-11-2016 16:02,afternoon,weekday
Coffee,08-11-2016 16:03,afternoon,weekday
Farm House,08-11-2016 16:05,afternoon,weekday
Coffee,08-11-2016 16:35,afternoon,weekday
Bread Pudding,08-11-2016 16:35,afternoon,weekday
Coffee,08-11-2016 17:01,evening,weekday
Medialuna,08-11-2016 17:01,evening,weekday
Hot chocolate,08-11-2016 17:04,evening,weekday
Coffee,08-11-2016 17:10,evening,weekday
Hot chocolate,08-11-2016 17:10,evening,weekday
Farm House,08-11-2016 17:10,evening,weekday
Pastry,09-11-2016 08:07,morning,weekday
Coffee,09-11-2016 08:07,morning,weekday
Bread,09-11-2016 08:37,morning,weekday
Pastry,09-11-2016 09:24,morning,weekday
Coffee,09-11-2016 09:24,morning,weekday
Coffee,09-11-2016 09:40,morning,weekday
Coffee,09-11-2016 09:40,morning,weekday
Coffee,09-11-2016 10:07,morning,weekday
Pastry,09-11-2016 10:07,morning,weekday
Farm House,09-11-2016 10:15,morning,weekday
Bread,09-11-2016 10:36,morning,weekday
Coffee,09-11-2016 10:56,morning,weekday
Hot chocolate,09-11-2016 10:56,morning,weekday
Bread,09-11-2016 11:00,morning,weekday
Coffee,09-11-2016 11:03,morning,weekday
Focaccia,09-11-2016 11:03,morning,weekday
Coffee,09-11-2016 11:03,morning,weekday
Medialuna,09-11-2016 11:03,morning,weekday
Bread,09-11-2016 11:03,morning,weekday
Coffee,09-11-2016 11:12,morning,weekday
Bread,09-11-2016 11:15,morning,weekday
Keeping It Local,09-11-2016 11:15,morning,weekday
Bread,09-11-2016 11:20,morning,weekday
Coffee,09-11-2016 11:20,morning,weekday
Bread,09-11-2016 11:23,morning,weekday
Bread,09-11-2016 11:28,morning,weekday
Medialuna,09-11-2016 11:28,morning,weekday
Coffee,09-11-2016 11:31,morning,weekday
Coffee,09-11-2016 11:32,morning,weekday
Coffee,09-11-2016 11:32,morning,weekday
Medialuna,09-11-2016 11:32,morning,weekday
Coffee,09-11-2016 11:35,morning,weekday
Cookies,09-11-2016 11:35,morning,weekday
Tartine,09-11-2016 11:35,morning,weekday
Tea,09-11-2016 11:58,morning,weekday
Bread,09-11-2016 11:58,morning,weekday
Bread,09-11-2016 11:59,morning,weekday
Keeping It Local,09-11-2016 11:59,morning,weekday
Coffee,09-11-2016 11:59,morning,weekday
Coffee,09-11-2016 12:04,afternoon,weekday
Medialuna,09-11-2016 12:04,afternoon,weekday
Coffee,09-11-2016 12:06,afternoon,weekday
Medialuna,09-11-2016 12:06,afternoon,weekday
Tea,09-11-2016 12:12,afternoon,weekday
Juice,09-11-2016 12:20,afternoon,weekday
