Transaction,Item,period_day,weekday_weekend,month,day,hour
1384,pastry,afternoon,weekday,11,Tuesday,13
1384,coffee,afternoon,weekday,11,Tuesday,13
1384,coffee,afternoon,weekday,11,Tuesday,13
1386,coffee,afternoon,weekday,11,Tuesday,13
1386,coffee,afternoon,weekday,11,Tuesday,13
1386,soup,afternoon,weekday,11,Tuesday,13
1386,bread,afternoon,weekday,11,Tuesday,13
1387,bread,afternoon,weekday,11,Tuesday,13
1388,coffee,afternoon,weekday,11,Tuesday,13
1388,coffee,afternoon,weekday,11,Tuesday,13
1388,sandwich,afternoon,weekday,11,Tuesday,13
1388,hearty & seasonal,afternoon,weekday,11,Tuesday,13
1389,coffee,afternoon,weekday,11,Tuesday,13
1389,coffee,afternoon,weekday,11,Tuesday,13
1389,soup,afternoon,weekday,11,Tuesday,13
1390,bread,afternoon,weekday,11,Tuesday,13
1391,bread,afternoon,weekday,11,Tuesday,13
1392,bread,afternoon,weekday,11,Tuesday,14
1393,coffee,afternoon,weekday,11,Tuesday,14
1394,bread,afternoon,weekday,11,Tuesday,14
1394,soup,afternoon,weekday,11,Tuesday,14
1395,coffee,afternoon,weekday,11,Tuesday,14
1395,coffee,afternoon,weekday,11,Tuesday,14
1395,hearty & seasonal,afternoon,weekday,11,Tuesday,14
1395,soup,afternoon,weekday,11,Tuesday,14
1396,scandinavian,afternoon,weekday,11,Tuesday,14
1397,coffee,afternoon,weekday,11,Tuesday,14
1397,medialuna,afternoon,weekday,11,Tuesday,14
1398,bread,afternoon,weekday,11,Tuesday,14
1399,bread,afternoon,weekday,11,Tuesday,14
1399,brownie,afternoon,weekday,11,Tuesday,14
1400,fudge,afternoon,weekday,11,Tuesday,15
1401,coke,afternoon,weekday,11,Tuesday,15
1402,coke,afternoon,weekday,11,Tuesday,16
1403,brownie,afternoon,weekday,11,Tuesday,16
1403,muffin,afternoon,weekday,11,Tuesday,16
1404,tea,evening,weekday,11,Tuesday,17
1404,bread,evening,weekday,11,Tuesday,17
1404,truffles,evening,weekday,11,Tuesday,17
1404,pastry,evening,weekday,11,Tuesday,17
1405,tea,evening,weekday,11,Tuesday,17
1406,bread,evening,weekday,11,Tuesday,18
1406,truffles,evening,weekday,11,Tuesday,18
1407,medialuna,evening,weekday,11,Tuesday,18
1408,coffee,morning,weekday,11,Wednesday,7
1408,medialuna,morning,weekday,11,Wednesday,7
1409,bread,morning,weekday,11,Wednesday,8
1410,pastry,morning,weekday,11,Wednesday,9
1410,coffee,morning,weekday,11,Wednesday,9
1411,coffee,morning,weekday,11,Wednesday,9
1411,bread,morning,weekday,11,Wednesday,9
1411,jam,morning,weekday,11,Wednesday,9
1412,bread,morning,weekday,11,Wednesday,9
1412,coffee,morning,weekday,11,Wednesday,9
1413,coke,morning,weekday,11,Wednesday,9
1414,bread,morning,weekday,11,Wednesday,9
1415,coffee,morning,weekday,11,Wednesday,9
1415,coffee,morning,weekday,11,Wednesday,9
1416,coffee,morning,weekday,11,Wednesday,9
1417,pastry,morning,weekday,11,Wednesday,9
1418,scandinavian,morning,weekday,11,Wednesday,9
1418,pastry,morning,weekday,11,Wednesday,9
1419,bread,morning,weekday,11,Wednesday,9
1419,granola,morning,weekday,11,Wednesday,9
1420,tea,morning,weekday,11,Wednesday,9
1420,coffee,morning,weekday,11,Wednesday,9
1420,pastry,morning,weekday,11,Wednesday,9
1421,bread,morning,weekday,11,Wednesday,9
1421,mineral water,morning,weekday,11,Wednesday,9
1422,tea,morning,weekday,11,Wednesday,10
1422,medialuna,morning,weekday,11,Wednesday,10
1423,brownie,morning,weekday,11,Wednesday,10
1424,tea,morning,weekday,11,Wednesday,10
1424,coffee,morning,weekday,11,Wednesday,10
1424,pastry,morning,weekday,11,Wednesday,10
1425,hot chocolate,morning,weekday,11,Wednesday,10
1425,coffee,morning,weekday,11,Wednesday,10
1425,cake,morning,weekday,11,Wednesday,10
1426,bread,morning,weekday,11,Wednesday,10
1427,bread,morning,weekday,11,Wednesday,10
1427,jam,morning,weekday,11,Wednesday,10
1428,scandinavian,morning,weekday,11,Wednesday,10
1429,bread,morning,weekday,11,Wednesday,11
1429,coffee,morning,weekday,11,Wednesday,11
1429,pastry,morning,weekday,11,Wednesday,11
1429,cake,morning,weekday,11,Wednesday,11
1430,bread,morning,weekday,11,Wednesday,11
1431,coffee,morning,weekday,11,Wednesday,11
1432,bread,morning,weekday,11,Wednesday,11
1433,coffee,morning,weekday,11,Wednesday,11
1433,cake,morning,weekday,11,Wednesday,11
1434,coffee,morning,weekday,11,Wednesday,11
1435,coffee,afternoon,weekday,11,Wednesday,12
1436,coffee,afternoon,weekday,11,Wednesday,12
1436,soup,afternoon,weekday,11,Wednesday,12
1437,scandinavian,afternoon,weekday,11,Wednesday,12
1437,bread,afternoon,weekday,11,Wednesday,12
1438,sandwich,afternoon,weekday,11,Wednesday,12
1438,soup,afternoon,weekday,11,Wednesday,12
1438,bread,afternoon,weekday,11,Wednesday,12
1438,cake,afternoon,weekday,11,Wednesday,12
1439,coffee,afternoon,weekday,11,Wednesday,12
1439,bread,afternoon,weekday,11,Wednesday,12
1439,tartine,afternoon,weekday,11,Wednesday,12
1440,soup,afternoon,weekday,11,Wednesday,12
1441,bread,afternoon,weekday,11,Wednesday,12
1442,soup,afternoon,weekday,11,Wednesday,12
1442,juice,afternoon,weekday,11,Wednesday,12
1442,brownie,afternoon,weekday,11,Wednesday,12
1443,coffee,afternoon,weekday,11,Wednesday,12
1444,hearty & seasonal,afternoon,weekday,11,Wednesday,13
1445,coffee,afternoon,weekday,11,Wednesday,13
1445,soup,afternoon,weekday,11,Wednesday,13
1445,sandwich,afternoon,weekday,11,Wednesday,13
1445,tea,afternoon,weekday,11,Wednesday,13
1445,cake,afternoon,weekday,11,Wednesday,13
1446,tea,afternoon,weekday,11,Wednesday,13
1446,soup,afternoon,weekday,11,Wednesday,13
1447,coffee,afternoon,weekday,11,Wednesday,13
1447,bread,afternoon,weekday,11,Wednesday,13
1447,sandwich,afternoon,weekday,11,Wednesday,13
1448,soup,afternoon,weekday,11,Wednesday,13
1448,coffee,afternoon,weekday,11,Wednesday,13
1449,soup,afternoon,weekday,11,Wednesday,13
1449,coffee,afternoon,weekday,11,Wednesday,13
1450,tea,afternoon,weekday,11,Wednesday,13
1450,soup,afternoon,weekday,11,Wednesday,13
1451,cake,afternoon,weekday,11,Wednesday,13
1452,coffee,afternoon,weekday,11,Wednesday,13
1452,tea,afternoon,weekday,11,Wednesday,13
1452,cake,afternoon,weekday,11,Wednesday,13
1452,muffin,afternoon,weekday,11,Wednesday,13
1453,bread,afternoon,weekday,11,Wednesday,13
1454,coffee,afternoon,weekday,11,Wednesday,14
1454,bread,afternoon,weekday,11,Wednesday,14
1455,coffee,afternoon,weekday,11,Wednesday,14
1455,tea,afternoon,weekday,11,Wednesday,14
1456,tea,afternoon,weekday,11,Wednesday,14
1456,soup,afternoon,weekday,11,Wednesday,14
1457,coffee,afternoon,weekday,11,Wednesday,14
1457,tea,afternoon,weekday,11,Wednesday,14
1457,cake,afternoon,weekday,11,Wednesday,14
1458,bread,afternoon,weekday,11,Wednesday,14
1458,bread,afternoon,weekday,11,Wednesday,14
1459,hearty & seasonal,afternoon,weekday,11,Wednesday,14
1460,bread,afternoon,weekday,11,Wednesday,14
1460,mineral water,afternoon,weekday,11,Wednesday,14
1460,brownie,afternoon,weekday,11,Wednesday,14
1461,fudge,afternoon,weekday,11,Wednesday,15
1462,muffin,afternoon,weekday,11,Wednesday,15
1462,hot chocolate,afternoon,weekday,11,Wednesday,15
1462,coffee,afternoon,weekday,11,Wednesday,15
1463,tea,afternoon,weekday,11,Wednesday,15
1463,muffin,afternoon,weekday,11,Wednesday,15
1464,cake,afternoon,weekday,11,Wednesday,15
1464,coffee,afternoon,weekday,11,Wednesday,15
1465,victorian sponge,afternoon,weekday,11,Wednesday,15
1466,soup,afternoon,weekday,11,Wednesday,15
1466,sandwich,afternoon,weekday,11,Wednesday,15
1466,tea,afternoon,weekday,11,Wednesday,15
1467,scandinavian,afternoon,weekday,11,Wednesday,15
1468,coffee,afternoon,weekday,11,Wednesday,16
1469,bread,afternoon,weekday,11,Wednesday,16
1470,tartine,afternoon,weekday,11,Wednesday,16
1470,bread,afternoon,weekday,11,Wednesday,16
1470,coffee,afternoon,weekday,11,Wednesday,16
1471,medialuna,afternoon,weekday,11,Wednesday,16
1471,medialuna,afternoon,weekday,11,Wednesday,16
1472,bread,evening,weekday,11,Wednesday,17
1473,bread,evening,weekday,11,Wednesday,17
1473,scandinavian,evening,weekday,11,Wednesday,17
1474,bread,evening,weekday,11,Wednesday,18
1475,coffee,morning,weekday,11,Thursday,7
1475,medialuna,morning,weekday,11,Thursday,7
1476,siblings,morning,weekday,11,Thursday,8
1477,siblings,morning,weekday,11,Thursday,8
1478,bread,morning,weekday,11,Thursday,8
1478,medialuna,morning,weekday,11,Thursday,8
1479,medialuna,morning,weekday,11,Thursday,9
1479,pastry,morning,weekday,11,Thursday,9
1480,keeping it local,morning,weekday,11,Thursday,9
1480,tea,morning,weekday,11,Thursday,9
1482,farm house,morning,weekday,11,Thursday,10
1483,pastry,morning,weekday,11,Thursday,10
1484,farm house,morning,weekday,11,Thursday,10
1485,tea,morning,weekday,11,Thursday,10
1486,tea,morning,weekday,11,Thursday,10
1486,scandinavian,morning,weekday,11,Thursday,10
1487,coffee,morning,weekday,11,Thursday,10
1487,muffin,morning,weekday,11,Thursday,10
1488,coffee,morning,weekday,11,Thursday,10
1490,bread,morning,weekday,11,Thursday,10
1491,farm house,morning,weekday,11,Thursday,10
1491,scandinavian,morning,weekday,11,Thursday,10
1491,coffee,morning,weekday,11,Thursday,10
1491,pastry,morning,weekday,11,Thursday,10
1492,coffee,morning,weekday,11,Thursday,10
1493,coffee,morning,weekday,11,Thursday,11
1493,keeping it local,morning,weekday,11,Thursday,11
1494,bread,morning,weekday,11,Thursday,11
1495,jam,morning,weekday,11,Thursday,11
1496,alfajores,morning,weekday,11,Thursday,11
1496,medialuna,morning,weekday,11,Thursday,11
1496,coffee,morning,weekday,11,Thursday,11
1496,bread,morning,weekday,11,Thursday,11
1497,coffee,morning,weekday,11,Thursday,11
1497,keeping it local,morning,weekday,11,Thursday,11
1498,coffee,morning,weekday,11,Thursday,11
1499,bread,morning,weekday,11,Thursday,11
1500,tea,morning,weekday,11,Thursday,11
1500,muffin,morning,weekday,11,Thursday,11
1501,coffee,morning,weekday,11,Thursday,11
1501,hot chocolate,morning,weekday,11,Thursday,11
1501,alfajores,morning,weekday,11,Thursday,11
1502,bread,afternoon,weekday,11,Thursday,12
1502,pastry,afternoon,weekday,11,Thursday,12
1502,bread,afternoon,weekday,11,Thursday,12
1503,coffee,afternoon,weekday,11,Thursday,12
1504,bread,afternoon,weekday,11,Thursday,12
1505,tea,afternoon,weekday,11,Thursday,12
1506,coffee,afternoon,weekday,11,Thursday,12
1506,sandwich,afternoon,weekday,11,Thursday,12
1507,bread,afternoon,weekday,11,Thursday,12
1508,soup,afternoon,weekday,11,Thursday,12
1509,coffee,afternoon,weekday,11,Thursday,12
1510,tea,afternoon,weekday,11,Thursday,12
1511,coffee,afternoon,weekday,11,Thursday,12
1511,soup,afternoon,weekday,11,Thursday,12
1511,art tray,afternoon,weekday,11,Thursday,12
1511,pastry,afternoon,weekday,11,Thursday,12
1512,hearty & seasonal,afternoon,weekday,11,Thursday,12
1512,mineral water,afternoon,weekday,11,Thursday,12
1512,alfajores,afternoon,weekday,11,Thursday,12
1513,bread,afternoon,weekday,11,Thursday,12
1514,coffee,afternoon,weekday,11,Thursday,12
1514,hearty & seasonal,afternoon,weekday,11,Thursday,12
1514,hearty & seasonal,afternoon,weekday,11,Thursday,12
1514,alfajores,afternoon,weekday,11,Thursday,12
1514,alfajores,afternoon,weekday,11,Thursday,12
1514,cake,afternoon,weekday,11,Thursday,12
1514,bread,afternoon,weekday,11,Thursday,12
1515,coffee,afternoon,weekday,11,Thursday,12
1516,bread,afternoon,weekday,11,Thursday,13
1517,cake,afternoon,weekday,11,Thursday,13
1518,bread,afternoon,weekday,11,Thursday,13
1519,fudge,afternoon,weekday,11,Thursday,13
1520,muffin,afternoon,weekday,11,Thursday,13
1521,bread,afternoon,weekday,11,Thursday,13
1521,coffee,afternoon,weekday,11,Thursday,13
1522,coffee,afternoon,weekday,11,Thursday,13
1522,hearty & seasonal,afternoon,weekday,11,Thursday,13
1522,sandwich,afternoon,weekday,11,Thursday,13
1522,bread,afternoon,weekday,11,Thursday,13
1523,soup,afternoon,weekday,11,Thursday,13
1523,coffee,afternoon,weekday,11,Thursday,13
1524,coffee,afternoon,weekday,11,Thursday,13
1524,hearty & seasonal,afternoon,weekday,11,Thursday,13
1524,keeping it local,afternoon,weekday,11,Thursday,13
1525,bread,afternoon,weekday,11,Thursday,13
1526,coffee,afternoon,weekday,11,Thursday,13
1526,coffee,afternoon,weekday,11,Thursday,13
1527,scandinavian,afternoon,weekday,11,Thursday,13
1528,coffee,afternoon,weekday,11,Thursday,13
1528,alfajores,afternoon,weekday,11,Thursday,13
1529,coffee,afternoon,weekday,11,Thursday,14
1530,soup,afternoon,weekday,11,Thursday,14
1530,brownie,afternoon,weekday,11,Thursday,14
1531,coffee,afternoon,weekday,11,Thursday,14
1531,coffee,afternoon,weekday,11,Thursday,14
1532,bread,afternoon,weekday,11,Thursday,14
1533,bread,afternoon,weekday,11,Thursday,14
1534,bread,afternoon,weekday,11,Thursday,14
1534,scandinavian,afternoon,weekday,11,Thursday,14
1534,coffee,afternoon,weekday,11,Thursday,14
1535,coffee,afternoon,weekday,11,Thursday,15
1535,coffee,afternoon,weekday,11,Thursday,15
1536,coffee,afternoon,weekday,11,Thursday,15
1537,soup,afternoon,weekday,11,Thursday,15
1538,coffee,afternoon,weekday,11,Thursday,15
1538,muffin,afternoon,weekday,11,Thursday,15
1539,cake,afternoon,weekday,11,Thursday,15
1539,bread,afternoon,weekday,11,Thursday,15
1539,hot chocolate,afternoon,weekday,11,Thursday,15
1540,coffee,afternoon,weekday,11,Thursday,16
1540,cake,afternoon,weekday,11,Thursday,16
1541,cake,afternoon,weekday,11,Thursday,16
1541,alfajores,afternoon,weekday,11,Thursday,16
1541,coffee,afternoon,weekday,11,Thursday,16
1541,tea,afternoon,weekday,11,Thursday,16
1542,bread,afternoon,weekday,11,Thursday,16
1543,coffee,afternoon,weekday,11,Thursday,16
1544,coffee,afternoon,weekday,11,Thursday,16
1544,tea,afternoon,weekday,11,Thursday,16
1544,hot chocolate,afternoon,weekday,11,Thursday,16
1544,brownie,afternoon,weekday,11,Thursday,16
1544,alfajores,afternoon,weekday,11,Thursday,16
1544,bread,afternoon,weekday,11,Thursday,16
1545,hot chocolate,afternoon,weekday,11,Thursday,16
1545,tea,afternoon,weekday,11,Thursday,16
1545,brownie,afternoon,weekday,11,Thursday,16
1545,alfajores,afternoon,weekday,11,Thursday,16
1546,coffee,afternoon,weekday,11,Thursday,16
1547,scandinavian,evening,weekday,11,Thursday,17
1548,coffee,evening,weekday,11,Thursday,17
1548,cookies,evening,weekday,11,Thursday,17
1549,bread,evening,weekday,11,Thursday,17
1549,coffee,evening,weekday,11,Thursday,17
1550,coffee,morning,weekday,11,Friday,8
1550,bread,morning,weekday,11,Friday,8
1551,coffee,morning,weekday,11,Friday,8
1551,medialuna,morning,weekday,11,Friday,8
1552,coffee,morning,weekday,11,Friday,8
1552,coffee,morning,weekday,11,Friday,8
1553,coffee,morning,weekday,11,Friday,8
1554,medialuna,morning,weekday,11,Friday,8
1554,pastry,morning,weekday,11,Friday,8
1555,coffee,morning,weekday,11,Friday,8
1555,tea,morning,weekday,11,Friday,8
1555,pastry,morning,weekday,11,Friday,8
1555,muffin,morning,weekday,11,Friday,8
1556,coffee,morning,weekday,11,Friday,9
1556,pastry,morning,weekday,11,Friday,9
1557,bread,morning,weekday,11,Friday,9
1557,coffee,morning,weekday,11,Friday,9
1557,keeping it local,morning,weekday,11,Friday,9
1558,bread,morning,weekday,11,Friday,9
1558,bread,morning,weekday,11,Friday,9
1558,pastry,morning,weekday,11,Friday,9
1559,coffee,morning,weekday,11,Friday,9
1559,medialuna,morning,weekday,11,Friday,9
1560,bread,morning,weekday,11,Friday,9
1561,coffee,morning,weekday,11,Friday,9
1562,coffee,morning,weekday,11,Friday,9
1562,coffee,morning,weekday,11,Friday,9
1563,bread,morning,weekday,11,Friday,9
1564,bread,morning,weekday,11,Friday,9
1564,tea,morning,weekday,11,Friday,9
1564,pastry,morning,weekday,11,Friday,9
1565,coffee,morning,weekday,11,Friday,10
1565,cookies,morning,weekday,11,Friday,10
1566,bread,morning,weekday,11,Friday,10
1566,bread,morning,weekday,11,Friday,10
1567,coffee,morning,weekday,11,Friday,10
1568,coffee,morning,weekday,11,Friday,10
1569,tea,morning,weekday,11,Friday,10
1569,bread,morning,weekday,11,Friday,10
1570,coffee,morning,weekday,11,Friday,10
1570,coffee,morning,weekday,11,Friday,10
1570,medialuna,morning,weekday,11,Friday,10
1570,bread,morning,weekday,11,Friday,10
1571,bread,morning,weekday,11,Friday,10
1572,pastry,morning,weekday,11,Friday,10
1572,coffee,morning,weekday,11,Friday,10
1573,coffee,morning,weekday,11,Friday,10
1573,pastry,morning,weekday,11,Friday,10
1574,coffee,morning,weekday,11,Friday,10
1574,bread,morning,weekday,11,Friday,10
1574,alfajores,morning,weekday,11,Friday,10
1575,coffee,morning,weekday,11,Friday,11
1576,bread,morning,weekday,11,Friday,11
1577,bread,morning,weekday,11,Friday,11
1578,farm house,morning,weekday,11,Friday,11
1579,bread,morning,weekday,11,Friday,11
1580,coffee,morning,weekday,11,Friday,11
1580,tea,morning,weekday,11,Friday,11
1581,coffee,morning,weekday,11,Friday,11
1582,coffee,morning,weekday,11,Friday,11
1583,coffee,morning,weekday,11,Friday,11
1583,soup,morning,weekday,11,Friday,11
1584,soup,morning,weekday,11,Friday,11
1585,farm house,morning,weekday,11,Friday,11
1585,pastry,morning,weekday,11,Friday,11
1586,soup,morning,weekday,11,Friday,11
1587,coffee,morning,weekday,11,Friday,11
1588,coffee,afternoon,weekday,11,Friday,12
1588,coffee,afternoon,weekday,11,Friday,12
1588,brownie,afternoon,weekday,11,Friday,12
1589,coffee,afternoon,weekday,11,Friday,12
1589,bread,afternoon,weekday,11,Friday,12
1589,sandwich,afternoon,weekday,11,Friday,12
1590,coffee,afternoon,weekday,11,Friday,12
1591,sandwich,afternoon,weekday,11,Friday,12
1591,soup,afternoon,weekday,11,Friday,12
1591,bread,afternoon,weekday,11,Friday,12
1591,tea,afternoon,weekday,11,Friday,12
1592,soup,afternoon,weekday,11,Friday,12
1592,art tray,afternoon,weekday,11,Friday,12
1592,my-5 fruit shoot,afternoon,weekday,11,Friday,12
1592,bread,afternoon,weekday,11,Friday,12
1592,muffin,afternoon,weekday,11,Friday,12
1593,tea,afternoon,weekday,11,Friday,12
1593,sandwich,afternoon,weekday,11,Friday,12
1594,bread,afternoon,weekday,11,Friday,13
1594,soup,afternoon,weekday,11,Friday,13
1595,soup,afternoon,weekday,11,Friday,13
1595,tea,afternoon,weekday,11,Friday,13
1597,farm house,afternoon,weekday,11,Friday,13
1598,mineral water,afternoon,weekday,11,Friday,13
1598,mineral water,afternoon,weekday,11,Friday,13
1598,coffee,afternoon,weekday,11,Friday,13
1598,soup,afternoon,weekday,11,Friday,13
1598,sandwich,afternoon,weekday,11,Friday,13
1599,bread,afternoon,weekday,11,Friday,14
1599,coffee,afternoon,weekday,11,Friday,14
1599,keeping it local,afternoon,weekday,11,Friday,14
1600,soup,afternoon,weekday,11,Friday,14
1600,bread,afternoon,weekday,11,Friday,14
1601,art tray,afternoon,weekday,11,Friday,14
1601,coffee,afternoon,weekday,11,Friday,14
1601,bread,afternoon,weekday,11,Friday,14
1601,hearty & seasonal,afternoon,weekday,11,Friday,14
1601,hearty & seasonal,afternoon,weekday,11,Friday,14
1602,bread,afternoon,weekday,11,Friday,14
1603,farm house,afternoon,weekday,11,Friday,14
1604,brownie,afternoon,weekday,11,Friday,14
1605,farm house,afternoon,weekday,11,Friday,14
1606,bread,afternoon,weekday,11,Friday,14
1606,soup,afternoon,weekday,11,Friday,14
1606,alfajores,afternoon,weekday,11,Friday,14
1607,coke,afternoon,weekday,11,Friday,14
1607,coffee,afternoon,weekday,11,Friday,14
1607,medialuna,afternoon,weekday,11,Friday,14
1607,cake,afternoon,weekday,11,Friday,14
1608,scandinavian,afternoon,weekday,11,Friday,14
1608,alfajores,afternoon,weekday,11,Friday,14
1608,alfajores,afternoon,weekday,11,Friday,14
1609,scandinavian,afternoon,weekday,11,Friday,15
1610,hot chocolate,afternoon,weekday,11,Friday,15
1610,pastry,afternoon,weekday,11,Friday,15
1611,coke,afternoon,weekday,11,Friday,15
1611,coffee,afternoon,weekday,11,Friday,15
1611,brownie,afternoon,weekday,11,Friday,15
1612,farm house,afternoon,weekday,11,Friday,15
1613,coffee,afternoon,weekday,11,Friday,15
1613,pastry,afternoon,weekday,11,Friday,15
1614,farm house,afternoon,weekday,11,Friday,15
1615,farm house,afternoon,weekday,11,Friday,16
1616,cookies,afternoon,weekday,11,Friday,16
1616,brownie,afternoon,weekday,11,Friday,16
1616,coffee,afternoon,weekday,11,Friday,16
1616,tea,afternoon,weekday,11,Friday,16
1617,tea,afternoon,weekday,11,Friday,16
1617,coffee,afternoon,weekday,11,Friday,16
1617,medialuna,afternoon,weekday,11,Friday,16
1617,cookies,afternoon,weekday,11,Friday,16
1617,farm house,afternoon,weekday,11,Friday,16
1618,bread,afternoon,weekday,11,Friday,16
1618,coffee,afternoon,weekday,11,Friday,16
1619,coffee,afternoon,weekday,11,Friday,16
1620,tea,afternoon,weekday,11,Friday,16
1620,coffee,afternoon,weekday,11,Friday,16
1620,alfajores,afternoon,weekday,11,Friday,16
1621,bread,afternoon,weekday,11,Friday,16
1621,hot chocolate,afternoon,weekday,11,Friday,16
1621,coffee,afternoon,weekday,11,Friday,16
1622,medialuna,evening,weekday,11,Friday,17
1622,tea,evening,weekday,11,Friday,17
1623,coke,evening,weekday,11,Friday,17
1624,medialuna,evening,weekday,11,Friday,17
1625,fudge,evening,weekday,11,Friday,17
1625,fudge,evening,weekday,11,Friday,17
1626,tea,evening,weekday,11,Friday,18
1626,muffin,evening,weekday,11,Friday,18
1627,alfajores,evening,weekday,11,Friday,18
1627,coffee,evening,weekday,11,Friday,18
1629,pastry,morning,weekend,11,Saturday,8
1629,bread,morning,weekend,11,Saturday,8
1630,pastry,morning,weekend,11,Saturday,8
1630,coffee,morning,weekend,11,Saturday,8
1631,coffee,morning,weekend,11,Saturday,8
1632,bread,morning,weekend,11,Saturday,8
1633,bread,morning,weekend,11,Saturday,8
1634,coffee,morning,weekend,11,Saturday,8
1634,keeping it local,morning,weekend,11,Saturday,8
1634,tea,morning,weekend,11,Saturday,8
1635,bread,morning,weekend,11,Saturday,9
1635,pastry,morning,weekend,11,Saturday,9
1635,medialuna,morning,weekend,11,Saturday,9
1636,farm house,morning,weekend,11,Saturday,9
1636,medialuna,morning,weekend,11,Saturday,9
1636,coffee,morning,weekend,11,Saturday,9
1637,coffee,morning,weekend,11,Saturday,9
1637,pastry,morning,weekend,11,Saturday,9
1638,coffee,morning,weekend,11,Saturday,9
1639,coffee,morning,weekend,11,Saturday,9
1640,coffee,morning,weekend,11,Saturday,9
1640,keeping it local,morning,weekend,11,Saturday,9
1640,medialuna,morning,weekend,11,Saturday,9
1641,pastry,morning,weekend,11,Saturday,9
1641,bread,morning,weekend,11,Saturday,9
1641,coffee,morning,weekend,11,Saturday,9
1642,farm house,morning,weekend,11,Saturday,9
1643,bread,morning,weekend,11,Saturday,9
1643,bread,morning,weekend,11,Saturday,9
1644,bread,morning,weekend,11,Saturday,9
1644,bread,morning,weekend,11,Saturday,9
1644,tea,morning,weekend,11,Saturday,9
1644,keeping it local,morning,weekend,11,Saturday,9
1645,bread,morning,weekend,11,Saturday,10
1645,medialuna,morning,weekend,11,Saturday,10
1645,keeping it local,morning,weekend,11,Saturday,10
1645,coffee,morning,weekend,11,Saturday,10
1646,bread,morning,weekend,11,Saturday,10
1646,coffee,morning,weekend,11,Saturday,10
1646,medialuna,morning,weekend,11,Saturday,10
1646,bread,morning,weekend,11,Saturday,10
1647,coffee,morning,weekend,11,Saturday,10
1648,bread,morning,weekend,11,Saturday,10
1649,medialuna,morning,weekend,11,Saturday,10
1649,pastry,morning,weekend,11,Saturday,10
1649,bread,morning,weekend,11,Saturday,10
1650,bread,morning,weekend,11,Saturday,10
1650,pastry,morning,weekend,11,Saturday,10
1651,medialuna,morning,weekend,11,Saturday,10
1651,coffee,morning,weekend,11,Saturday,10
1652,bread,morning,weekend,11,Saturday,10
1653,bread,morning,weekend,11,Saturday,10
1654,coffee,morning,weekend,11,Saturday,10
1654,coffee,morning,weekend,11,Saturday,10
1655,focaccia,morning,weekend,11,Saturday,10
1656,coffee,morning,weekend,11,Saturday,10
1657,hot chocolate,morning,weekend,11,Saturday,10
1657,pastry,morning,weekend,11,Saturday,10
1658,coffee,morning,weekend,11,Saturday,10
1658,hot chocolate,morning,weekend,11,Saturday,10
1659,bread,morning,weekend,11,Saturday,10
1660,bread,morning,weekend,11,Saturday,10
1660,coffee,morning,weekend,11,Saturday,10
1661,pastry,morning,weekend,11,Saturday,10
1661,scandinavian,morning,weekend,11,Saturday,10
1661,muffin,morning,weekend,11,Saturday,10
1662,focaccia,morning,weekend,11,Saturday,10
1662,bread,morning,weekend,11,Saturday,10
1663,bread,morning,weekend,11,Saturday,10
1664,muffin,morning,weekend,11,Saturday,10
1665,caramel bites,morning,weekend,11,Saturday,10
1665,coffee,morning,weekend,11,Saturday,10
1665,medialuna,morning,weekend,11,Saturday,10
1666,tartine,morning,weekend,11,Saturday,10
1666,tea,morning,weekend,11,Saturday,10
1666,muffin,morning,weekend,11,Saturday,10
1667,bread,morning,weekend,11,Saturday,10
1668,bread,morning,weekend,11,Saturday,10
1668,focaccia,morning,weekend,11,Saturday,10
1668,tea,morning,weekend,11,Saturday,10
1668,coffee,morning,weekend,11,Saturday,10
1669,jam,morning,weekend,11,Saturday,11
1670,focaccia,morning,weekend,11,Saturday,11
1671,coffee,morning,weekend,11,Saturday,11
1671,medialuna,morning,weekend,11,Saturday,11
1671,muffin,morning,weekend,11,Saturday,11
1672,bread,morning,weekend,11,Saturday,11
1672,coffee,morning,weekend,11,Saturday,11
1673,coffee,morning,weekend,11,Saturday,11
1673,muffin,morning,weekend,11,Saturday,11
1674,coffee,morning,weekend,11,Saturday,11
1675,coffee,morning,weekend,11,Saturday,11
1676,bread,morning,weekend,11,Saturday,11
1677,coffee,morning,weekend,11,Saturday,11
1677,coffee,morning,weekend,11,Saturday,11
1678,coffee,morning,weekend,11,Saturday,11
1678,coffee,morning,weekend,11,Saturday,11
1679,coffee,morning,weekend,11,Saturday,11
1679,coffee,morning,weekend,11,Saturday,11
1680,coffee,morning,weekend,11,Saturday,11
1681,tea,morning,weekend,11,Saturday,11
1682,fudge,morning,weekend,11,Saturday,11
1683,medialuna,morning,weekend,11,Saturday,11
1683,bread,morning,weekend,11,Saturday,11
1683,tea,morning,weekend,11,Saturday,11
1683,coffee,morning,weekend,11,Saturday,11
1683,coffee,morning,weekend,11,Saturday,11
1683,ella's kitchen pouches,morning,weekend,11,Saturday,11
1684,jammie dodgers,afternoon,weekend,11,Saturday,12
1685,bread,afternoon,weekend,11,Saturday,12
1686,tea,afternoon,weekend,11,Saturday,12
1686,coffee,afternoon,weekend,11,Saturday,12
1686,soup,afternoon,weekend,11,Saturday,12
1686,keeping it local,afternoon,weekend,11,Saturday,12
1687,coffee,afternoon,weekend,11,Saturday,12
1688,coffee,afternoon,weekend,11,Saturday,12
