Transaction,Item,period_day,month,day,hour,weekday_weekend
"one thousand, six hundred and twenty-three",coke,evening,Nov,Friday,seventeen,weekday
"one thousand, six hundred and twenty-four",medialuna,evening,Nov,Friday,seventeen,weekday
"one thousand, six hundred and twenty-five",fudge,evening,Nov,Friday,seventeen,weekday
"one thousand, six hundred and twenty-five",fudge,evening,Nov,Friday,seventeen,weekday
"one thousand, six hundred and twenty-six",tea,evening,Nov,Friday,eighteen,weekday
"one thousand, six hundred and twenty-six",muffin,evening,Nov,Friday,eighteen,weekday
"one thousand, six hundred and twenty-seven",alfajores,evening,Nov,Friday,eighteen,weekday
"one thousand, six hundred and twenty-seven",coffee,evening,Nov,Friday,eighteen,weekday
"one thousand, six hundred and twenty-nine",pastry,morning,Nov,Saturday,eight,weekend
"one thousand, six hundred and twenty-nine",bread,morning,Nov,Saturday,eight,weekend
"one thousand, six hundred and thirty",pastry,morning,Nov,Saturday,eight,weekend
"one thousand, six hundred and thirty",coffee,morning,Nov,Saturday,eight,weekend
"one thousand, six hundred and thirty-one",coffee,morning,Nov,Saturday,eight,weekend
"one thousand, six hundred and thirty-two",bread,morning,Nov,Saturday,eight,weekend
"one thousand, six hundred and thirty-three",bread,morning,Nov,Saturday,eight,weekend
"one thousand, six hundred and thirty-four",coffee,morning,Nov,Saturday,eight,weekend
"one thousand, six hundred and thirty-four",keeping it local,morning,Nov,Saturday,eight,weekend
"one thousand, six hundred and thirty-four",tea,morning,Nov,Saturday,eight,weekend
"one thousand, six hundred and thirty-five",bread,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and thirty-five",pastry,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and thirty-five",medialuna,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and thirty-six",farm house,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and thirty-six",medialuna,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and thirty-six",coffee,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and thirty-seven",coffee,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and thirty-seven",pastry,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and thirty-eight",coffee,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and thirty-nine",coffee,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and forty",coffee,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and forty",keeping it local,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and forty",medialuna,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and forty-one",pastry,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and forty-one",bread,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and forty-one",coffee,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and forty-two",farm house,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and forty-three",bread,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and forty-three",bread,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and forty-four",bread,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and forty-four",bread,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and forty-four",tea,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and forty-four",keeping it local,morning,Nov,Saturday,nine,weekend
"one thousand, six hundred and forty-five",bread,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and forty-five",medialuna,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and forty-five",keeping it local,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and forty-five",coffee,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and forty-six",bread,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and forty-six",coffee,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and forty-six",medialuna,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and forty-six",bread,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and forty-seven",coffee,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and forty-eight",bread,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and forty-nine",medialuna,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and forty-nine",pastry,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and forty-nine",bread,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty",bread,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty",pastry,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty-one",medialuna,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty-one",coffee,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty-two",bread,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty-three",bread,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty-four",coffee,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty-four",coffee,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty-five",focaccia,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty-six",coffee,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty-seven",hot chocolate,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty-seven",pastry,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty-eight",coffee,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty-eight",hot chocolate,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and fifty-nine",bread,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty",bread,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty",coffee,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-one",pastry,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-one",scandinavian,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-one",muffin,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-two",focaccia,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-two",bread,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-three",bread,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-four",muffin,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-five",caramel bites,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-five",coffee,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-five",medialuna,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-six",tartine,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-six",tea,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-six",muffin,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-seven",bread,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-eight",bread,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-eight",focaccia,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-eight",tea,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-eight",coffee,morning,Nov,Saturday,ten,weekend
"one thousand, six hundred and sixty-nine",jam,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy",focaccia,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-one",coffee,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-one",medialuna,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-one",muffin,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-two",bread,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-two",coffee,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-three",coffee,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-three",muffin,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-four",coffee,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-five",coffee,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-six",bread,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-seven",coffee,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-seven",coffee,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-eight",coffee,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-eight",coffee,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-nine",coffee,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and seventy-nine",coffee,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and eighty",coffee,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and eighty-one",tea,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and eighty-two",fudge,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and eighty-three",medialuna,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and eighty-three",bread,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and eighty-three",tea,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and eighty-three",coffee,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and eighty-three",coffee,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and eighty-three",ella's kitchen pouches,morning,Nov,Saturday,eleven,weekend
"one thousand, six hundred and eighty-four",jammie dodgers,afternoon,Nov,Saturday,twelve,weekend
"one thousand, six hundred and eighty-five",bread,afternoon,Nov,Saturday,twelve,weekend
"one thousand, six hundred and eighty-six",tea,afternoon,Nov,Saturday,twelve,weekend
"one thousand, six hundred and eighty-six",coffee,afternoon,Nov,Saturday,twelve,weekend
"one thousand, six hundred and eighty-six",soup,afternoon,Nov,Saturday,twelve,weekend
"one thousand, six hundred and eighty-six",keeping it local,afternoon,Nov,Saturday,twelve,weekend
"one thousand, six hundred and eighty-seven",coffee,afternoon,Nov,Saturday,twelve,weekend
"one thousand, six hundred and eighty-eight",coffee,afternoon,Nov,Saturday,twelve,weekend
"one thousand, six hundred and eighty-nine",coffee,afternoon,Nov,Saturday,twelve,weekend
"one thousand, six hundred and eighty-nine",muffin,afternoon,Nov,Saturday,twelve,weekend
"one thousand, six hundred and ninety",coffee,afternoon,Nov,Saturday,twelve,weekend
"one thousand, six hundred and ninety",bread,afternoon,Nov,Saturday,twelve,weekend
"one thousand, six hundred and ninety",soup,afternoon,Nov,Saturday,twelve,weekend
"one thousand, six hundred and ninety-one",coffee,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-one",tea,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-one",medialuna,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-two",alfajores,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-three",bread,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-four",coffee,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-four",coffee,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-four",tartine,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-four",medialuna,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-four",pastry,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-five",tea,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-five",tartine,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-six",bread,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-six",coffee,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-seven",medialuna,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-seven",coffee,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-seven",bread,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-eight",bread,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-eight",medialuna,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, six hundred and ninety-nine",focaccia,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, seven hundred",scandinavian,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, seven hundred and one",hearty & seasonal,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, seven hundred and one",sandwich,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, seven hundred and one",coffee,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, seven hundred and one",mineral water,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, seven hundred and two",coffee,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, seven hundred and two",sandwich,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, seven hundred and two",sandwich,afternoon,Nov,Saturday,thirteen,weekend
"one thousand, seven hundred and three",tea,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and three",scandinavian,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and four",coffee,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and five",coffee,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and five",coffee,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and six",soup,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and six",kids biscuit,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and seven",coffee,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and eight",bread,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and nine",coffee,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and ten",coffee,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and eleven",coffee,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and eleven",bread,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and twelve",cake,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and twelve",tea,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and twelve",muffin,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and twelve",coffee,afternoon,Nov,Saturday,fourteen,weekend
"one thousand, seven hundred and thirteen",hot chocolate,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and fourteen",coffee,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and fourteen",tea,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and fourteen",cake,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and fifteen",tea,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and fifteen",coffee,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and fifteen",muffin,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and sixteen",jammie dodgers,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and sixteen",hot chocolate,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and sixteen",hot chocolate,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and sixteen",coffee,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and sixteen",cookies,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and seventeen",caramel bites,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and seventeen",jammie dodgers,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and seventeen",my-5 fruit shoot,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and seventeen",bread,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and eighteen",coffee,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and nineteen",coffee,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and nineteen",tea,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and nineteen",caramel bites,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and nineteen",kids biscuit,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and twenty",bread,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and twenty",coffee,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and twenty-one",bread,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and twenty-one",coffee,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and twenty-one",alfajores,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and twenty-one",bread,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and twenty-two",farm house,afternoon,Nov,Saturday,fifteen,weekend
"one thousand, seven hundred and twenty-three",bread,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-three",jammie dodgers,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-three",scandinavian,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-four",tea,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-five",alfajores,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-five",bread,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-five",tea,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-five",coffee,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-six",coffee,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-six",mineral water,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-six",tea,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-seven",coffee,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-seven",kids biscuit,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-eight",kids biscuit,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-eight",bread,afternoon,Nov,Saturday,sixteen,weekend
"one thousand, seven hundred and twenty-nine",coffee,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and twenty-nine",coffee,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty",bread,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-one",hot chocolate,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-one",coffee,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-one",cake,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-two",coffee,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-two",bread,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-three",scandinavian,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-three",pastry,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-three",juice,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-four",bread,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-four",coffee,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-five",bread,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-six",farm house,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-six",pastry,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-six",pastry,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-six",medialuna,morning,Nov,Sunday,ten,weekend
"one thousand, seven hundred and thirty-seven",alfajores,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and thirty-seven",alfajores,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and thirty-seven",coffee,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and thirty-seven",coffee,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and thirty-eight",bread,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and thirty-nine",keeping it local,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and thirty-nine",coffee,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and thirty-nine",coffee,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty",scandinavian,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty",pastry,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty",hot chocolate,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty",coffee,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty",bread,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-one",bread,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-two",bread,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-two",coffee,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-three",pastry,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-three",coffee,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-four",smoothies,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-four",keeping it local,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-four",coffee,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-five",coffee,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-five",coffee,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-six",pastry,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-six",medialuna,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-seven",tea,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-seven",cake,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-eight",cake,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-eight",mineral water,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-nine",farm house,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-nine",cake,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-nine",medialuna,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-nine",tea,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and forty-nine",coffee,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and fifty",hot chocolate,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and fifty",coffee,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and fifty",bread,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and fifty-one",bread,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and fifty-two",alfajores,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and fifty-two",cake,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and fifty-two",coffee,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and fifty-two",sandwich,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and fifty-two",sandwich,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and fifty-two",my-5 fruit shoot,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and fifty-three",farm house,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and fifty-four",jam,morning,Nov,Sunday,eleven,weekend
"one thousand, seven hundred and fifty-five",bread,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and fifty-five",coffee,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and fifty-five",cake,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and fifty-six",bread,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and fifty-six",coffee,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and fifty-seven",tartine,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and fifty-eight",bread,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and fifty-eight",medialuna,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and fifty-eight",farm house,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and fifty-nine",bread,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and fifty-nine",brownie,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and fifty-nine",cake,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty",cake,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty",mineral water,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty",alfajores,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty",coffee,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty",coffee,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty-one",bread,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty-two",coffee,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty-two",coffee,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty-three",bread,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty-three",jam,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty-four",brownie,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty-five",coffee,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty-five",sandwich,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty-five",mineral water,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty-seven",coffee,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty-seven",coffee,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty-eight",bread,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty-nine",bread,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and sixty-nine",mineral water,afternoon,Nov,Sunday,twelve,weekend
"one thousand, seven hundred and seventy",farm house,afternoon,Nov,Sunday,thirteen,weekend
"one thousand, seven hundred and seventy-one",medialuna,afternoon,Nov,Sunday,thirteen,weekend
"one thousand, seven hundred and seventy-one",coffee,afternoon,Nov,Sunday,thirteen,weekend
"one thousand, seven hundred and seventy-two",juice,afternoon,Nov,Sunday,thirteen,weekend
"one thousand, seven hundred and seventy-two",cookies,afternoon,Nov,Sunday,thirteen,weekend
"one thousand, seven hundred and seventy-two",alfajores,afternoon,Nov,Sunday,thirteen,weekend
"one thousand, seven hundred and seventy-two",coffee,afternoon,Nov,Sunday,thirteen,weekend
"one thousand, seven hundred and seventy-two",focaccia,afternoon,Nov,Sunday,thirteen,weekend
"one thousand, seven hundred and seventy-three",bread,afternoon,Nov,Sunday,thirteen,weekend
"one thousand, seven hundred and seventy-four",sandwich,afternoon,Nov,Sunday,thirteen,weekend
"one thousand, seven hundred and seventy-four",sandwich,afternoon,Nov,Sunday,thirteen,weekend
"one thousand, seven hundred and seventy-four",brownie,afternoon,Nov,Sunday,thirteen,weekend
"one thousand, seven hundred and seventy-five",alfajores,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and seventy-five",bread,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and seventy-five",my-5 fruit shoot,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and seventy-five",juice,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and seventy-six",bread,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and seventy-seven",fudge,afternoon,Nov,Sunday,fourteen,weekend
